id_tin_đăng,URL,Mã tin,Tên xe,Mô tả,Năm sản xuất,Giá (triệu VND),Số Km đã đi,Dung tích động cơ (lít),Tiêu thụ nhiên liệu sạch,Số cửa sạch,Số chỗ ngồi sạch,id_xuất_xứ,id_tình_trạng,id_dòng_xe,id_màu_ngoại_thất,id_màu_nội_thất,id_hệ_thống_nạp,id_hộp_số,id_dẫn_động,id_loại_nhiên_liệu,id_hãng,id_phân_khúc
14068,https://bonbanh.com/xe-toyota-camry-2.4g-2003-4857142,4857142,Xe Toyota Camry 2.4G 2003,Mua xe mới bán lại xe cũ với giá thương lượng khi xem xe,2003,230.0,200.0,2.4,,4.0,5.0,1,2,7,5,6,341,3,4,4,83,531
14069,https://bonbanh.com/xe-hyundai-elantra-2.0-at-2020-4857144,4857144,Xe Hyundai Elantra 2.0 AT 2020,"Mới về Hyundai Elantra 2.0 AT, sx 2020 model 2021. Xe trang bị đầy đủ các tiện ích hiện đại của dòng xe. Nội ngoại thất còn rất đẹp.Đăng ký cá nhân một chủ từ mớiOdo 3 vạn km Có viết giấy cam kết bảo đảmXe không tai nạn không ngập nướcHỗ trợ trả góp cao > 70%",2020,615.0,35000.0,2.0,7.0,4.0,5.0,1,2,7,11,6,47,4,4,4,37,176
14070,https://bonbanh.com/xe-mercedes_benz-glc-200-2020-4857148,4857148,Xe Mercedes Benz GLC 200 2020,"Mecedes benz GLC200 sản xuất 2020Biển Hà Nội Odo 2 vạn km full lịch sử hãngOptions: Đèn Full-Led, Touch-Pad, Cruise Control, Speed Limit, Apple CarPlay/Android Auto, 5 chế độ vận hành, đỗ xe tự động Active Parking Assist; ATTENTION ASSIST; ESP Curve Dynamic Assist; Hill-start assist, Hộp số tự động 9G-TRONIC…Xe đã đc kiểm tra kỹ chất lượng. Cam kết k lỗi nhỏ. Bao check test hãng toàn quốchỗ trợ bank 70% giá trị xe Cám ơn mọi người đã đọc tin",2020,1535.0,20000.0,2.0,,5.0,5.0,1,2,6,14,6,341,4,6,4,58,363
14071,https://bonbanh.com/xe-chevrolet-colorado-ltz-2.8l-4x4-at-2018-4857150,4857150,Xe Chevrolet Colorado LTZ 2.8L 4x4 AT 2018,"Bán tải Ngon - Bổ - Rẻ, Hơn 500tr có ngay bán tải 2 cầu bản Full. Chevrolet Colorado 2.8 LTZ 2018* Xe chạy hơn 5v chuẩn* Đã lên thanh thể thao, nắp thùng thấp đầy đủ.* Giá chỉ ngang XLS AT. Hỗ trợ bank 70% giá trị xe. Địa chỉ: 896 đường Láng, P.Láng Thượng, Q.Đống Đa, Hà Nội. --- Văn bản cam kết,- Xe chưa từng bị tai nạn.- Xe chưa từng bị ngập nước- Xe chưa từng đại tu động cơ và hộp số.- Xe không phạt nguội.- Đảm bảo giấy tờ hợp lệ và đủ điều kiện để mua bán, sang tên.",2018,542.0,58000.0,2.8,8.0,4.0,5.0,2,2,1,11,9,725,4,1,1,16,77
14072,https://bonbanh.com/xe-mazda-3-1.5-at-2018-4857154,4857154,Xe Mazda 3 1.5 AT 2018,"Mazda 3 -2018 cam kết xe không tai nạn đâm đụng , ngập nước ,máy móc nguyên bản ,",2018,539.0,52000.0,1.5,6.0,4.0,5.0,1,2,7,11,16,351,4,4,4,55,323
14073,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2016-4857168,4857168,Xe Mitsubishi Outlander 2.0 CVT 2016,"Auto Mạnh Thắng đang bán xe Mitsubishi Outlander 2.0 CVT Premium. Sản xuất 2016 - nhâp khẩu Nhật Bản. Tên tư nhân chính chủ từ đầu.Động cơ Xăng I4 2.0L CVT FWD.4 xi-lanh thẳng hàng. 145 mã lực/6/000 vòng/phút. Hộp số vô cấp. Kiểu dẫn động cầu trướcc. Mức tiêu hao nhiên liệu 6,54 (cao tốc) - 9,97 (đô thị) - 7,83 (kết hợp).-Cam kết xe tuyệt đối không đâm đụng, không ngập nước, động cơ nguyên bản.-Bảo hành động cơ 12 tháng, Hỗ trợ mua trả góp qua ngân hàng lên tới 70% với lãi suất ưu đãi và thủ tục nhanh gọn.-Quý khách có thể đem xe kiểm tra tại Hãng hoặc gara do quý khách chỉ định.",2016,580.0,98000.0,2.0,,5.0,5.0,2,2,6,16,6,341,4,4,4,61,405
14074,https://bonbanh.com/xe-toyota-corona-1.8-1991-4857178,4857178,Xe Toyota Corona 1.8 1991,"Bán Toyota Corona Chính chủ số Sài gòn, xe lăn bánh lần đầu và đăng ký năm 2000, sản xuất năm 1991, gương điện, 7L /100km phun xăng, 2 camera màn androi , máy lạnh sâu, động cơ 1.8 thông số ST170 , có ship giao xe. Xem xe Sài Gòn. Ký sang tên 30 phút. Đăng kiểm 7/2023. . Chỉ bớt lộc 1 triệu. Có giao lưu đổi xe bù trừ. Có ship giao xe anh em chịu xăng cộ nhé.",1991,59.0,190000.0,1.8,7.0,5.0,5.0,2,2,7,15,15,673,3,4,4,83,536
14075,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2019-4857182,4857182,Xe Toyota Fortuner 2.4G 4x2 AT 2019,"Auto Mạnh Thắng đang bán xe Toyota Fortuner 2.4 4x2 AT (bản máy Dầu). Sản xuất 2019. Tên tư nhân chính chủ._ Động cơ 2.4 G 4x2, diesel. Số tự động 6 cấp. Công suất cực đại 147 mã lực tại 3.400 vòng/phút, mô-men xoắn tối đa 400 Nm tại 1.600 - 2.000 vòng/phút._ 2 chế độ lái: Eco và Sport. Hệ thống truyền động cầu sau. Mâm đúc 17 inch. Đèn Halogen. Đèn hậu LED.-Cam kết xe tuyệt đối không đâm đụng, không ngập nước, động cơ nguyên bản.-Bảo hành động cơ 12 tháng, Hỗ trợ mua trả góp qua ngân hàng lên tới 70% với lãi suất ưu đãi và thủ tục nhanh gọn.-Quý khách có thể đem xe kiểm tra tại Hãng hoặc gara do quý khách chỉ định.",2019,885.0,58000.0,2.4,,5.0,8.0,1,2,6,16,10,341,4,6,1,83,539
14076,https://bonbanh.com/xe-toyota-vios-e-cvt-2022-4857198,4857198,Xe Toyota Vios E CVT 2022,"xe Công ty biển vàng, đang phục vụ chuyên gia đi làm việc. Do nhu cầu đổi xe lên xe 7chỗ.Xe không tỳ vết, lái xe là bạn khá cẩn thẩn giữ gìn xe rất tốt.",2022,510.0,0.0,1.5,,4.0,5.0,1,2,7,3,6,341,4,4,4,83,558
14077,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2019-4857210,4857210,Xe Mazda 3 1.5L Luxury 2019,Mazda 3 2019 1.5ATXe đẹp không một lỗi nhỏBiển HN ae mua phố quá hợpAnh/chị có nhu cầu vui lòng điện theo số điện thoại hoặc qua zalo ạ,2019,550.0,25000.0,1.5,,4.0,5.0,1,2,7,14,16,341,4,4,4,55,323
14078,https://bonbanh.com/xe-toyota-wigo-1.2g-at-2019-4857211,4857211,Xe Toyota Wigo 1.2G AT 2019,"Cá nhân có nhu cầu bán xe.Cam kết ko đâm đụng, ngập nướcLịch sử bảo dưỡng Toyota.Biển Hà Nội chính chủ từ lúc mua mới.Đăng ký T8/2019.Khách mua cam kết đến Toyota kiểm tra toàn bộ các hạng mục theo yêu cầu.Xe số tự động, sản xuất năm 2019.Không lỗi lầm gì.Mua về đổ xăng là đi.",2019,325.0,46900.0,1.2,5.0,5.0,5.0,2,2,5,17,16,341,4,4,4,83,559
14079,https://bonbanh.com/xe-kia-frontier-1_25-tan-2015-4857214,4857214,"Xe Kia Frontier 1,25 tấn 2015","Cần bán xe tải Thaco 1.25T chính chủ từ mới, xe chạy hàng điện máy gia đình không quá tải, mọi thứ nguyên bẩn. chi tiết vui lòng liên hê.",2015,176.0,150000.0,,,2.0,3.0,1,2,8,11,15,341,3,6,1,44,251
14080,https://bonbanh.com/xe-kia-cerato-1.6-at-luxury-2020-4857220,4857220,Xe Kia Cerato 1.6 AT Luxury 2020,Chính chủ cần bán xeCerato 1.6 Luxury. Đời 2020. Đăng ký 2021 Xe đẹp đi rất giữ gìn. Cam kết k đâm đụng ngập nước.Anh em có nhu cầu liên hệ,2020,600.0,30000.0,1.6,8.0,4.0,5.0,1,2,7,11,11,341,4,4,4,44,249
14081,https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-2019-4857235,4857235,Xe Hyundai i10 Grand 1.2 MT 2019,"Hyundai i10 sản xuất 2019 số sàn bản đủ máy 1.2 xe chạy 5 vạn zin, đẹp suất sắc - Trang bị xi nhan báo rẽ ở gương chiếu hậu, màn hình cảm ứng 7 inch và hệ thống bản đồ định vị được thiết kế riêng cho thị trường Việt Nam. Chống bó cứng phanh ABS, Phân phối lực phanh điện tử, Camera lùi, Cảm biến lùi, Chìa khóa thông minh, Khóa cửa trung tâm,...▪️ Cam kết bằng giấy tờ không đâm đụng, ngập nước, động cơ nguyên bản▪️ Hỗ trợ thủ tục pháp lý sang tên, vận chuyển xe trên toàn quốc▪️ Bao check xe trên toàn quốcQuý khách vui lòng liên hệ trực tiếp để gửi ảnh cụ thể hơn và nhận giá tốt nhất.",2019,320.0,50000.0,1.25,,5.0,5.0,1,2,5,1,9,341,3,4,4,37,213
14082,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2016-4857249,4857249,Xe Mercedes Benz E class E200 2016,"Chào mừng em về với đội anh, đội chuyên săn xe đẹp#Mercedes_Benz_E200 Trắng - Kem sản xuất 2016 biển Thành Phố đẹp duy nhất 1 chiếcSản xuất/ Đăng ký: 20161 chủ từ mớiODO: chuẩn đét 28.000 km ( bao km zin )Tất cả từ ngoại thất đến nội thất đẹp xuất sắc luôn, chủ xe để quên xe không đi đến quá lâuCụ nào đang tìm dòng này thì quất luôn đi nhéYêu em nó thì cứ làm phiền em rùi dúi cho em cái cọc là xongBao check hãng toàn quốcHỗ trợ Bank 70%Địa chỉ: 77 Mai Phúc, Phúc Đồng, Long Biên, Hà NộiUsed Car Việt Nam - Đỉnh Cao Xe Lướt",2016,1195.0,28000.0,2.0,8.0,4.0,5.0,1,2,7,11,6,341,4,6,4,58,353
14083,https://bonbanh.com/xe-mazda-3-1.5-at-2017-4857252,4857252,Xe Mazda 3 1.5 AT 2017,"Chính chủ Hải Phòng. Xe trang bị: đề nổ start/stop, cửa sổ trời, vô lăng tích hợp, ga tự động, màn hình + cam lùi, gương gập điện, ... ----(BẢO HÀNH & HỖ TRỢ) ---- Xe không đâm đụng dập bẹp. Xe không bị ngập nước, máy móc nguyên zin Bảo hành lỗi phạt nguội của công an trên TOÀN QUỐC. Hỗ trợ ngân hàng lên đến 50- 70 % giá trị xe trong 4-7 năm. ‍ Hỗ trợ sang tên đổi chủ Hỗ trợ lái thử và trải nghiệm xe, check hãng,... ----(UY TÍN TẠO NIỀM TIN) ----",2017,487.0,60000.0,1.5,,4.0,5.0,1,2,7,17,16,348,4,4,4,55,323
14084,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2021-4857253,4857253,Xe Ford Ranger Raptor 2.0L 4x4 AT 2021,"Ford Raptor sx 11/2021 không niên hạn, còn đăng kiểm tới 2024 và đã lên gần 300triệu tiền đồ:-Cản sắt trước sau Hammer-Tời điện Warn-Led bar Stedi-Đèn trước bi led, đèn sau đồ chơi-Mâm Fuel, vỏ gai BF Goodrich date21-Khung thể thao Hammer-Nắp thùng điện-Racechip chân ga, pô độ-Màn hình Androi, loa JBL-Ghế sau trượt điện",2021,1099.0,38000.0,2.0,8.0,4.0,5.0,2,2,1,16,16,341,4,1,1,26,136
14085,https://bonbanh.com/xe-mercedes_benz-glc-200-2021-4857254,4857254,Xe Mercedes Benz GLC 200 2021,"Mercedes _GLC200 _Model 2021 Odo :20.000 miles ( cực chất ) Màu đen /nội thất đen. Sản xuất ; 2021 Odo :18.000 miles Bản hành chín hãng lịch sử đầy đủ bao test hãng toàn quốc. Bank Hỗ trợ 70% _ 90% giá trị xe. CAM KẾT 3 KHÔNG :không bị đâm đụng,không bị thủy kích,không tua KM. Hỗ trợ hồ sơ khó,nợ xấu,hỗ trợ chứng minh thu nhập.",2021,1539.0,18000.0,2.0,,5.0,5.0,1,2,6,16,16,341,4,6,4,58,363
14086,https://bonbanh.com/xe-bentley-continental-gt-speed-2009-4857274,4857274,Xe Bentley Continental GT Speed 2009,"Nhà đông xe nên tiễn bớt 1 em dế cưng, giá cả thương lượng, xe e chạy ít nên ae yên tâm",2009,2150.0,72000.0,6.0,,4.0,4.0,2,2,3,1,16,341,4,3,4,7,44
14087,https://bonbanh.com/xe-mercedes_benz-glk_class-glk300-amg-4matic-2012-4857277,4857277,Xe Mercedes Benz GLK Class GLK300 AMG 4Matic 2012,"Chính chủ dư xe cần bán xe GLK AMG 4Matic chi tiết như sau:- Xe đk 2012 đã lên form 2015, CÒN HẠN ĐĂNG KIỂM ĐẾN 10/2023-Đồ zin vẫn còn giữ,CAM KẾT BAO TOÀN BỘ CHI PHÍ để đi đăng kiểm tiếp cho người mua thiện chí(trừ phí đường bộ)- Xe Giám Đốc sử dụng, ODO 88.000 km (đã thay thế các món cho bảo dưỡng 100k đầy đủ)- Bh thân xe 2 chiều PVI đến 11/2023- Đã lên mâm S450,vỏ runflat- Nội thất AMG ghế chỉnh điện- Giá bán (fix thiện chí)",2012,480.0,88000.0,3.0,10.0,5.0,5.0,1,2,6,16,16,341,4,3,4,58,365
14088,https://bonbanh.com/xe-ford-fiesta-1.6-at-2012-4857279,4857279,Xe Ford Fiesta 1.6 AT 2012,"Ford Fiesta sổ 2012 od 8,6 vạn, màu trắng, máy xăng- Trang bị gương kính chỉnh điện, ghế da xịn, mâm đúc đa chấu cực đẹp, Vô lăng 3 chấu bọc da rất đẹp. Nội thất quá giữ gìn chưa 1 vết bẩn ,ghế da xịn từ nhà máy, lốp zin theo xe, camera lùi,..Xe không đâm đụng, Không ngập nước, Bán xe có bảo hành, Hỗ trợ mua xe trả góp, Bao test hãng,....Qúy khách có nhu cầu liên hệ để biết thêm thông tin chi tiết!",2012,259.0,86000.0,1.6,,4.0,5.0,1,2,7,11,6,341,4,4,4,26,131
14089,https://bonbanh.com/xe-toyota-vios-e-cvt-2022-4857290,4857290,Xe Toyota Vios E CVT 2022,"Xe Vios mới đăng ký cuối năm 2022. Biển HN do muốn nâng đời lên xe 7c nên cần bánXe số tự động, sơn mới 99,99%Toàn bộ xe mới 99%",2022,505.0,29000.0,1.5,5.0,4.0,5.0,1,2,7,3,3,341,4,4,4,83,558
14090,https://bonbanh.com/xe-audi-q5-2.0-at-2014-4857292,4857292,Xe Audi Q5 2.0 AT 2014,"Audi Q5 2.0L sx 2014 Nhập Đức , hộp số 8 cấp cực mượt, cảm giác lái của audi thì lúc nào cũng nhẹ nhàng , sang trọng .Option :+ Ghế chỉnh điện 2 bên+ Đèn led Auto + Khoá cảm ứng 1 chạm+ Cốp điện+ Số 8 cấp động cơ mới 2.0 tiết kiệm nhiên liệu + Đề nổ Start/stop+ Nội thất zin da bò...",2014,755.0,0.0,2.0,,5.0,5.0,2,2,6,1,10,341,4,3,4,3,15
14091,https://bonbanh.com/xe-honda-civic-1.8-at-2007-4857293,4857293,Xe Honda Civic 1.8 AT 2007,"Civic 207 cọp, có bớt lộc cho ae nhanh lẹ.xe thầy giáo đi rất kĩ.lh Xe tư nhân,máy kim phun,khung gầm chắc,máy ngon,máy móc êm điều hoà mát lạnh, khám dài lốp đẹp,Mới bảo dưỡng ae sẵn về đi",2007,250.0,0.0,1.8,,4.0,5.0,1,2,7,1,4,341,4,4,4,34,161
14092,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2019-4857297,4857297,Xe VinFast Fadil 1.4 AT 2019,"Fadil bản tiêu chuẩn 2019 . Xe gia đình sử dụng hàng ngày , đã lên màn androi , cam lùi , chốt cửa tự động , cảm biến 360 quanh xe . Xe đã lăn bánh 2v9 . Mong muốn bán cho người sử dụng . Miễn nhắn tin và quảng cáo . Mua bán tại nhà. Cám ơn mọi người đã quan tâm !",2019,322.0,29900.0,1.4,6.0,5.0,5.0,1,2,5,17,16,341,4,4,4,85,565
14093,https://bonbanh.com/xe-honda-city-1.5-at-2014-4857302,4857302,Xe Honda City 1.5 AT 2014,"Ban city honda đời 2014 , mới chạy 28000 câyXe nhà dùng kỹ, máy kim phun,khung gầm chắc,máy ngon,máy móc êm điều hoà mát lạnh, khám dài lốp đẹp,Mới bảo dưỡng ae sẵn về đi",2014,380.0,28000.0,1.5,,4.0,5.0,1,2,7,11,4,341,4,4,4,34,160
14094,https://bonbanh.com/xe-hyundai-porter-ii-2014-4857308,4857308,Xe Hyundai Porter II 2014,"Cần bán xe Hyundai porter II đông lạnh nhập khẩu 2014. Xe bao chất, zin. Thùng cao 2 lốc lạnh -25 độ.",2014,390.0,120000.0,,,2.0,3.0,2,2,8,11,16,341,3,4,1,37,195
14095,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2023-4857319,4857319,Xe Mitsubishi Xpander Premium 1.5 AT 2023,"Tặng: Kính sàn + cam 360 độMITSUBISHI XPANDER Premium Mitsubishi Xpander Premium chính thức ra mắt tại Việt nam, với nhiều nâng cấp, nhiều trang thiết bị mới, xe sẽ được bán tại việt nam và thay thế hoàn toàn phiên bản cũ, ngoại hình với thiết kế hoàn toàn mới, với ngôn ngữ Horizontai Axis cho mặt táp lô/ ốp cửa, bảng điều khiển trung tâm khác hẳn so với bản cũ.Nâng cấp trên Ngoại Thất Xpander 2022Kích thước xe lớn hơn ( dài hơn + 120mm)Mâm bánh xe lơn hơn bản cũ ( 17″)Đầu xe thiết kế hầm hố, dày dặn trông to giống SUV hơnĐèn báo rẻ tích hợp DRLĐèn chiếu sáng",2023,634.0,0.0,1.5,,5.0,7.0,2,1,6,17,8,341,4,4,4,61,412
14096,https://bonbanh.com/xe-nissan-navara-vl-2.3-at-4wd-cao-cap-2022-4857328,4857328,Xe Nissan Navara VL 2.3 AT 4WD Cao cấp 2022,"Nissan Navara VL 2.3 AT 4WD - Siêu Khuyến mãi- Trả góp 80% lãi suất ưu đãi-Hỗ trợ thủ tục đăng ký, đăng kiểm, ngân hàng, giao xe tại nhà.- Sẵn xe Showroom. Đủ màu tha hồ lựa chọn- Lái thử xe, trải nghiệm hoàn toàn miễn phí- Liên hệ Nissan Tân Phú để được hỗ trợ tốt nhất về giá cũng như thời gian giao xe.Mẫu xe trang bị: màn hình cảm ứng 8 inch có chức năng Nissan Connect kết nối với Android Auto/Apple Car Play để sử dụng bản đồ dẫn đường, đàm thoại rảnh tay, chế độ ra lệnh giọng nói...Nút bấm khởi động, kính lái tự động, điều hòa tự động.",2022,830.0,0.0,2.3,6.0,4.0,5.0,2,1,1,10,16,341,4,1,1,62,425
14097,https://bonbanh.com/xe-hyundai-accent-1.4-at-2022-4857344,4857344,Xe Hyundai Accent 1.4 AT 2022,"Chính chủ, xe của người dân đang đi, cần nhượng lại:- Accent AT bản đầy đủ, màu đen- Vin 2022- Đăng ký 2022 tại Quảng Ninh- ODO 9.500km- Lốp và tất cả đều zin theo xe, nói chung em xe còn như mới- chưa từng va quệt, đâm đụng gì, thợ test vô tư",2022,475.0,9500.0,1.4,6.0,4.0,5.0,1,2,7,16,4,341,4,4,4,37,170
14098,https://bonbanh.com/xe-kia-cerato-1.6-at-2018-4857348,4857348,Xe Kia Cerato 1.6 AT 2018,Do không có nhu cầu sử dụng..Cần bán KIA CERATO Số Tự Động 2018Xe đẹp.không lỗi. mua về chỉ đổ xăng là chạy...Xe chính chủ.ae nào cần..,2018,470.0,200000.0,1.6,6.0,4.0,5.0,1,2,7,11,6,341,4,4,4,44,249
14099,https://bonbanh.com/xe-lexus-rx-350-awd-2010-4857351,4857351,Xe Lexus RX 350 AWD 2010,"Chính chủ bán xe nguyên bản và mới 97% để ko mất time nhiều cho 2 bên, bán đúng giá cam kết chất lượng sai cho luôn xe",2010,1150.0,70000.0,3.5,8.0,4.0,5.0,2,2,6,16,16,673,4,3,4,48,303
14100,https://bonbanh.com/xe-isuzu-dmax-ls-2.5-4x4-mt-2016-4857352,4857352,Xe Isuzu Dmax LS 2.5 4x4 MT 2016,"Mình đổi xe nên muốn tìm chủ mới cho em Dmax 2 cầu MT khai sinh 2016. E chỉ có 1 chủ đi giữ gìn cẩn thận, bảo dưỡng định kỳ theo lịch nhà máy.Bao test hãng, máy chạy êm ái hoàn hảo.Ae có nhu cầu ip mình.",2016,430.0,225000.0,2.5,6.0,4.0,5.0,2,2,1,3,9,341,3,1,1,39,221
14101,https://bonbanh.com/xe-kia-rondo-dat-2016-4857358,4857358,Xe Kia Rondo DAT 2016,Rondo 2016 máy dầu siêu tiết kiệm bao dưỡng test hãng,2016,470.0,250000.0,1.7,,5.0,7.0,1,2,6,11,9,341,4,4,1,44,263
14102,https://bonbanh.com/xe-volkswagen-tiguan-allspace-2022-4857368,4857368,Xe Volkswagen Tiguan Allspace 2022,"Volkswagen Tiguan Facelift model 2023xe Đức nhập khẩu nguyên chiếcBảo hành chính hãng 3 năm hoặc 100.000kmChính sách ưu đãi đặt biệtThủ tục mua bán nhanh gọn,Xe được thay đổi diện mạo tinh tế thanh lịch hơn cùng với trang bị loại ghế chỉnh điện 12 hướng cùng với nhớ 3 vị trí cho cả 2 ghế trước, có chức năng làm mát, sưởi, cụm điều hòa cảm ứng, lốp tự vá. Hệ thống giải trí màn hình cảm ứng đa chức năng Composition Media, Bluetooth, USB... Xe sẵn đủ màu có thể giao ngày cùng với nhiều ưu đãi khi liên hệ trực tiếp.",2022,1999.0,0.0,2.0,7.0,5.0,7.0,2,1,6,17,16,723,4,3,4,88,595
14103,https://bonbanh.com/xe-kia-sonet-premium-1.5-at-2022-4857379,4857379,Xe Kia Sonet Premium 1.5 AT 2022,"Kia Sonet 1.5 premium Sx năm 2022 màu trắng nội thất đenBiển gốc TP odo zin 1v km Xe cam kết nguyên bản, không đâm đụng, ngập nướcHỗ trợ thủ tục ngân hàng, giá còn thương lượng thêm",2022,630.0,10000.0,1.5,,5.0,5.0,1,2,4,11,16,341,4,4,4,44,267
14104,https://bonbanh.com/xe-toyota-vios-1.5g-2020-4857394,4857394,Xe Toyota Vios 1.5G 2020,CHUYÊN MUA BÁN ÔTÔ LƯỚTbán Vios G xe gia đình sử dụngCam kết không đâm va ngập nướcHỗ trợ trả góp nhanh chóngTặng phiếu bảo dưỡng miễn phíXe bán cam kết bảo hành,2020,535.0,40000.0,1.5,5.0,4.0,5.0,1,2,7,13,6,673,4,4,4,83,558
14105,https://bonbanh.com/xe-honda-civic-g-1.8-at-2021-4857400,4857400,Xe Honda Civic G 1.8 AT 2021,"Civic 2021 dki 2022 odo 31 ngan , xe đẹp trắng như ngọc trinh giá lh ae ơi",2021,660.0,31000.0,1.8,,4.0,5.0,2,2,7,11,16,341,4,4,4,34,161
14106,https://bonbanh.com/xe-ford-everest-2.5l-4x2-mt-2005-4857419,4857419,Xe Ford Everest 2.5L 4x2 MT 2005,"Xe không lỗi, không đâm đụng ngập nước, chính chủ gia đình cần bán lên đời",2005,165.0,310000.0,2.5,7.0,5.0,8.0,1,2,6,16,9,341,3,6,1,26,127
14107,https://bonbanh.com/xe-ford-explorer-limited-2.3l-ecoboos-2023-4857423,4857423,Xe Ford Explorer Limited 2.3L EcoBoos 2023,"Explorer hoàn toàn mới, sang trọng trẻ trung, mạnh mẽ, tiết kiệm nhiên liệu, và an toàn tuyệt đối với nhiều options: độn cơ 2.3Ecoboost 301 mã lực, đèn full led, ghế da cao cấp, màn hình sync 3.4 12inch, ghế da cao cấp, nội thất ốp gỗ, 9 túi khí, trang bị cảm biến trước sau, camera 360⁰ Plus .....Có xe và giấy tờ Giao NgayQuý khách vui lòng liên hệ trực tiếp để đặt xe và tận hưởng dịch vụ 5S cùng các chính sách khuyến mại",2023,2299.0,0.0,,,5.0,7.0,2,1,6,11,16,341,4,1,4,26,128
14108,https://bonbanh.com/xe-daewoo-gentrax-sx-1.2-at-2008-4857427,4857427,Xe Daewoo GentraX SX 1.2 AT 2008,"Xe nhà đi kỹ còn rất mới,Xe nhập Hàn quốc , mới rhay máy lạnh, thay nhớt, thay bình, vỏ nên anh e mua về chỉ việc đi",2008,180.0,160000.0,1.2,,5.0,5.0,2,2,5,11,11,341,4,4,4,19,90
14109,https://bonbanh.com/xe-toyota-innova-2.0e-2015-4857450,4857450,Xe Toyota Innova 2.0E 2015,"Xe đã hoàn tất làm đẹp Maru-Kuri độc quyền. Chất Lượng Toyota Sure Chính Hãng Toyota VN.- Loại xe : Toyota Innova E- Hộp số: Số Sàn- Số ghế: 8 chỗ- Năm sản xuất: 2015- Số KM: 114,310km - Màu: Vàng Đồng - Biển số : 51F - Chủ xe : Cá nhân- Trang bị theo xe và gắn thêm : Film cách nhiệt , trải sàn, camera màn hình vietmap....- Xe đã kiểm tra 176 hạng mục theo tiêu chuẩn Toyota Việt Nam",2015,408.0,114000.0,2.0,,5.0,8.0,1,2,4,18,4,341,3,6,4,83,543
14110,https://bonbanh.com/xe-mazda-cx5-2.5-at-2016-4857451,4857451,Xe Mazda CX5 2.5 AT 2016,"CX5 2.5 sx 2016 màu xanh cavansite 42m nội thất da đen , biển TP sang tên HN không mất tiền biển, odo 6vkm, máy móc, khung gầm động cơ nguyên bản theo nhà sx. Cam Kết: Không tai nạn, ngập nước, máy móc, khung gầm, hộp số nguyên bản, khách mua rồi phát hiện lỗi vẫn chịu trách nhiệm nhận lại xe và hoàn tiền 100%. : Hỗ trợ trả góp tới 70% giá trị xe giải ngân trong nốt nhạc. Hỗ trợ hồ sơ, thủ tục sang tên trọn gói. : Giá tham khảo cực hợp lý thương lượng thoải mái Xem xe ở Long Biên - Hà Nội",2016,615.0,65000.0,2.5,,5.0,5.0,1,2,6,14,16,341,4,4,4,55,330
14111,https://bonbanh.com/xe-kia-morning-si-at-2016-4857467,4857467,Xe Kia Morning Si AT 2016,Cần nhượng lại cho ai có nhu cầu kia morning đời 2016 số tự động bản si cao cấp nhất ✓✓xe một chủ mua mới từ đầu luôn bảo dưỡng định kỳ chính hãng giấy tờ pháp lý ok bao ký rút hồ sơ cho quý khách,2016,290.0,63000.0,1.25,5.0,5.0,5.0,1,2,5,14,4,341,4,4,4,44,257
14112,https://bonbanh.com/xe-landrover-range_rover-svautobiography-lwb-3.0-i6-2021-4857469,4857469,Xe LandRover Range Rover SVAutobiography LWB 3.0 I6 2021,"Bán Range rover SV Autobiography LWB 3.0 V6 sản xuất 2021.Trang bị fulloption: Loa 3D Meridian, hắt kính, camera 360, 5 chế độ chạy địa hình, nóc panorama, bàn làm việc, hộp lạnh, ghế masa, bệ đỡ chân thương gia.....Quý khách liên hệ để có thông tin chi tiết nhất.",2021,11650.0,5000.0,3.0,,5.0,4.0,2,2,6,16,10,341,4,3,4,46,279
14113,https://bonbanh.com/xe-toyota-yaris-1.3-at-2007-4857472,4857472,Xe Toyota Yaris 1.3 AT 2007,"Gia đình cần bán yaris sx 2007 tự động,xe đi quá ít đi giữ gìn nên thân vỏ còn mới lắm chưa bao giờ đâm đụng gì,máy chất số mượt,cam kết không ngập nước,ai có nhu cầu qua nhà xem trực tiếp",2007,246.0,80000.0,1.3,6.0,5.0,5.0,2,2,5,1,9,341,4,4,4,83,561
14114,https://bonbanh.com/xe-toyota-yaris-1.3g-2014-4857476,4857476,Xe Toyota Yaris 1.3G 2014,Bán nhanh siêu phẩm Toyota Yaris 1.3G 2014Một chủ từ đầuBiển hà nộiChính chủ đứng bánChạy 7v kmXe siêu mới zin 100%,2014,415.0,70000.0,1.3,,5.0,5.0,2,2,5,11,16,341,4,4,4,83,561
